songname,artistname,year,decade,position,win,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Turn It Up (Remix),Busta Rhymes,1998,90,73,0,0.00511,0.817,0.84,0.000345,0.288,-8.598,0.0923,104.295,0.89
I'll Be,Edwin McCain,1998,90,74,0,0.386,0.371,0.609,0,0.104,-5.524,0.0295,136.526,0.426
Ray of Light,Madonna,1998,90,75,1,0.00118,0.561,0.909,0.46,0.0713,-7.878,0.0312,127.172,0.71
All for You,Sister Hazel,1998,90,76,0,0.0316,0.633,0.754,0.0000227,0.091,-6.495,0.0382,137.047,0.641
Touch It,Monifah,1998,90,77,0,0.0307,0.863,0.476,0.0515,0.0706,-10.019,0.0932,115.459,0.783
"Money, Power & Respect",The Lox,1998,90,78,0,0.00533,0.706,0.747,0,0.204,-3.901,0.286,95.547,0.505
Bitter Sweet Symphony,The Verve,1998,90,79,0,0.0335,0.356,0.917,0,0.406,-6.006,0.0479,171.176,0.518
Dangerous,Busta Rhymes,1998,90,80,0,0.0096,0.913,0.6,0,0.117,-8.446,0.202,103.268,0.764
Spice Up Your Life,Spice Girls,1998,90,81,0,0.0105,0.556,0.993,0.0341,0.403,-5.067,0.0464,124.016,0.702
Because of You,98 Degrees,1998,90,82,0,0.341,0.732,0.603,0,0.113,-7.624,0.0271,104.498,0.514
The Mummers' Dance,Loreena McKennitt,1998,90,83,0,0.425,0.548,0.456,0.116,0.0892,-11.53,0.0289,120.274,0.294
All Cried Out,Allure,1998,90,84,0,0.176,0.613,0.464,0,0.103,-8.918,0.0241,139.802,0.176
Still Not a Player,Big Punisher,1998,90,85,0,0.203,0.9,0.619,0.00156,0.0647,-6.518,0.312,94.121,0.864
The One I Gave My Heart To,Aaliyah,1998,90,86,0,0.399,0.702,0.493,0,0.112,-7.631,0.041,125.389,0.333
Foolish Games,Jewel,1998,90,87,0,0.945,0.296,0.0724,0.000334,0.0948,-16.457,0.0374,131.397,0.178
Love You Down,INOJ,1998,90,88,0,0.0434,0.765,0.48,0.0147,0.0687,-7.896,0.0448,134.035,0.641
Do for Love,2Pac,1998,90,89,0,0.0578,0.874,0.63,0.00479,0.0582,-3.585,0.298,95,0.717
Raise the Roof,Luke,1998,90,90,0,0.0436,0.737,0.892,0,0.0798,-5.607,0.358,173.786,0.662
Heaven,Nu Flavor,1998,90,91,0,0.844,0.637,0.406,0.000176,0.0875,-12.1,0.0235,96.178,0.35
The Party Continues,Jermaine Dupri,1998,90,92,0,0.0283,0.903,0.543,0,0.24,-9.651,0.251,100.884,0.633
Sock It 2 Me,Missy Elliott,1998,90,93,0,0.00791,0.874,0.498,0.00375,0.102,-9.108,0.233,81.997,0.599
Butta Love,Next,1998,90,94,0,0.0972,0.735,0.441,0,0.0967,-8.412,0.0407,108.015,0.591
A Rose Is Still a Rose,Aretha Franklin,1998,90,95,0,0.212,0.631,0.793,0,0.0441,-7.551,0.251,175.814,0.826
4 Seasons of Loneliness,Boyz II Men,1998,90,96,0,0.821,0.583,0.488,0.0000171,0.115,-10.494,0.0444,98.497,0.191
Father,LL Cool J,1998,90,97,0,0.0486,0.754,0.519,0.074,0.158,-10.928,0.241,98.825,0.608
Thinkin' Bout It,Gerald Levert,1998,90,98,0,0.0979,0.738,0.659,0,0.252,-5.193,0.0653,116.485,0.373
Nobody's Supposed to Be Here,Deborah Cox,1998,90,99,0,0.202,0.662,0.531,0.0000116,0.595,-5.3,0.0361,119.957,0.399
Westside,TQ,1998,90,100,0,0.19,0.685,0.62,0,0.158,-6.665,0.0406,82.52,0.372
The Boy Is Mine,Brandy,1998,90,101,1,0.539,0.704,0.707,0.00106,0.318,-6.537,0.0391,93.145,0.761
My Heart Will Go On,Celine Dion,1998,90,101,2,0.732,0.428,0.276,0.00000533,0.117,-11.729,0.0312,99.195,0.0382
Iris,Goo Goo Dolls,1998,90,101,1,0.00125,0.315,0.715,0.00000797,0.0942,-8.072,0.0362,155.925,0.497
Believe,Cher,1999,90,1,1,0.0082,0.652,0.917,0,0.0509,-6.72,0.0548,132.975,0.459
No Scrubs,TLC,1999,90,2,1,0.0251,0.743,0.675,0.000717,0.0685,-4.267,0.0953,92.909,0.59
Angel of Mine,Monica,1999,90,3,0,0.00373,0.592,0.562,0.0000323,0.223,-6.869,0.0239,90.16,0.208
Heartbreak Hotel,Whitney Houston,1999,90,4,0,0.0477,0.724,0.535,0,0.0314,-7.616,0.0588,133.816,0.664
...Baby One More Time,Britney Spears,1999,90,5,0,0.202,0.759,0.699,0.000131,0.443,-5.745,0.0307,92.96,0.907
Kiss Me,Sixpence None the Richer,1999,90,6,0,0.023,0.526,0.749,0.00000176,0.0692,-6.964,0.0283,99.982,0.421
Genie in a Bottle,Christina Aguilera,1999,90,7,0,0.209,0.633,0.8,0.000123,0.137,-6.945,0.166,175.716,0.913
Every Morning,Sugar Ray,1999,90,8,0,0.0834,0.833,0.679,0.00258,0.0769,-4.496,0.0365,109.916,0.975
Nobody's Supposed to Be Here,Deborah Cox,1999,90,9,0,0.202,0.662,0.531,0.0000116,0.595,-5.3,0.0361,119.957,0.399
Livin' la Vida Loca,Ricky Martin,1999,90,10,1,0.00414,0.425,0.954,0,0.0555,-3.756,0.0476,178.043,0.933
Where My Girls At?,702,1999,90,11,0,0.0352,0.705,0.725,0.0149,0.194,-7.435,0.0506,92.186,0.76
If You Had My Love,Jennifer Lopez,1999,90,12,0,0.0645,0.68,0.625,0.0000581,0.109,-7,0.0353,94.02,0.814
Slide,Goo Goo Dolls,1999,90,13,0,0.00483,0.395,0.843,0,0.0404,-4.476,0.0374,112.423,0.481
Have You Ever?,Brandy,1999,90,14,0,0.542,0.698,0.533,0,0.333,-6.246,0.0437,134.001,0.275
I Want It That Way,Backstreet Boys,1999,90,15,1,0.257,0.689,0.694,0,0.148,-5.83,0.027,99.039,0.482
I'm Your Angel,R. Kelly and Celine Dion,1999,90,16,0,0.0281,0.724,0.157,0.837,0.11,-20.766,0.0321,114.933,0.333
All Star,Smash Mouth,1999,90,17,0,0.0395,0.731,0.867,0,0.0861,-5.881,0.032,104.019,0.776
Angel,Sarah McLachlan,1999,90,18,0,0.949,0.532,0.0744,0.0000122,0.106,-16.092,0.0355,117.131,0.125
Smooth,Santana,1999,90,19,2,0.16,0.609,0.923,0.00000473,0.295,-3.908,0.0338,115.996,0.961
Unpretty,TLC,1999,90,20,0,0.00152,0.648,0.622,0.0000597,0.109,-6.063,0.0428,88.684,0.51
"Bills, Bills, Bills",Destiny's Child,1999,90,21,0,0.139,0.845,0.576,0,0.0764,-5.15,0.153,127.641,0.461
Save Tonight,Eagle-Eye Cherry,1999,90,22,0,0.0000924,0.547,0.693,0.0000546,0.113,-8.786,0.0353,119.567,0.583
Last Kiss,Pearl Jam,1999,90,23,0,0.363,0.622,0.692,0.000158,0.193,-6.97,0.0276,112.053,0.774
Fortunate,Maxwell,1999,90,24,0,0.0951,0.74,0.359,0,0.129,-8.309,0.0462,126.15,0.377
All I Have to Give,Backstreet Boys,1999,90,25,0,0.0644,0.731,0.574,0,0.0675,-7.114,0.029,95.995,0.392
Bailamos,Enrique Iglesias,1999,90,26,0,0.0528,0.627,0.888,0.00237,0.136,-4.523,0.0388,99.905,0.591
What's It Gonna Be?!,Busta Rhymes,1999,90,27,0,0.204,0.797,0.934,0,0.119,-4.507,0.0926,116.438,0.519
What It's Like,Everlast,1999,90,28,0,0.0904,0.679,0.557,0.0324,0.0866,-7.423,0.0281,85.152,0.405
Fly Away,Lenny Kravitz,1999,90,29,0,0.018,0.587,0.872,0,0.622,-5.066,0.0484,159.925,0.735
Someday,Sugar Ray,1999,90,30,0,0.0105,0.745,0.682,0.0862,0.21,-4.39,0.0287,110.857,0.938
Lately,Divine,1999,90,31,0,0.206,0.686,0.48,0.00000116,0.156,-9.592,0.0312,121.039,0.494
That Don't Impress Me Much,Shania Twain,1999,90,32,0,0.235,0.757,0.757,0,0.0474,-7.598,0.0389,124.956,0.967
Wild Wild West,Will Smith,1999,90,33,0,0.0983,0.861,0.597,0,0.176,-7.221,0.162,107.016,0.694
Scar Tissue,Red Hot Chili Peppers,1999,90,34,0,0.0779,0.595,0.717,0.00274,0.108,-4.803,0.0295,88.969,0.547
Heartbreaker,Mariah Carey,1999,90,35,0,0.383,0.524,0.816,0,0.349,-5.872,0.37,200.031,0.789
I Still Believe,Mariah Carey,1999,90,36,0,0.174,0.612,0.521,0,0.103,-7.647,0.0304,118.016,0.175
The Hardest Thing,98 Degrees,1999,90,37,0,0.154,0.723,0.48,0,0.0672,-7.503,0.0282,87.99,0.571
Summer Girls,LFO,1999,90,38,0,0.161,0.814,0.808,0,0.0616,-5.034,0.155,99.816,0.738
Can I Get A...,Jay-Z,1999,90,39,0,0.0619,0.792,0.694,0.0000232,0.25,-8.496,0.33,177.094,0.804
Jumper,Third Eye Blind,1999,90,40,0,0.0129,0.599,0.543,0.00204,0.291,-9.226,0.0302,91.105,0.624
Doo Wop (That Thing),Lauryn Hill,1999,90,41,0,0.0393,0.535,0.505,0,0.0923,-8.926,0.245,99.935,0.495
Mambo No. 5,Lou Bega,1999,90,42,0,0.103,0.622,0.807,0,0.306,-6.752,0.408,174.06,0.892
Sweet Lady,Tyrese,1999,90,43,0,0.233,0.588,0.522,0,0.24,-6.254,0.0383,66.024,0.584
It's Not Right but It's Okay,Whitney Houston,1999,90,44,0,0.162,0.805,0.802,0.000883,0.0698,-7.076,0.1,127.924,0.531
(God Must Have Spent) A Little More Time on You,'N Sync,1999,90,45,0,0.449,0.375,0.527,0,0.305,-8.422,0.0507,167.242,0.303
Lullaby,Shawn Mullins,1999,90,46,0,0.0398,0.509,0.833,0.00257,0.207,-5.337,0.0597,79.935,0.569
Anywhere,112,1999,90,47,0,0.174,0.592,0.499,0,0.122,-7.806,0.277,125.824,0.863
Tell Me It's Real,K-Ci & JoJo,1999,90,48,0,0.189,0.696,0.521,0,0.117,-6.635,0.0343,134.28,0.552
Back 2 Good,Matchbox 20,1999,90,49,0,0.106,0.559,0.504,0,0.13,-9.455,0.0246,89.051,0.479
808,Blaque,1999,90,50,0,0.00328,0.867,0.42,0.00000318,0.0887,-9.478,0.167,121.66,0.367
She's So High,Tal Bachman,1999,90,51,0,0.2,0.537,0.84,0.00000215,0.0998,-4.626,0.0363,124.269,0.211
She's All I Ever Had,Ricky Martin,1999,90,52,0,0.0172,0.393,0.765,0,0.227,-5.924,0.0481,81.088,0.274
Miami,Will Smith,1999,90,53,0,0.0339,0.877,0.534,0.0000167,0.0441,-6.178,0.15,108.17,0.89
Hands,Jewel,1999,90,54,0,0.421,0.643,0.495,0.00123,0.082,-10.176,0.0292,127.219,0.319
Who Dat,JT Money,1999,90,55,0,0.0148,0.831,0.834,0,0.303,-5.327,0.222,87.027,0.381
Please Remember Me,Tim McGraw,1999,90,56,0,0.177,0.465,0.54,0.00000282,0.106,-7.097,0.0277,75.88,0.234
From This Moment On,Shania Twain,1999,90,57,0,0.42,0.305,0.323,0,0.107,-9.396,0.0284,135.803,0.103
Love Like This,Faith Evans,1999,90,58,0,0.00364,0.767,0.551,0,0.0451,-7.328,0.0616,100.904,0.796
You,Jesse Powell,1999,90,59,0,0.299,0.722,0.327,0.000661,0.0549,-9.612,0.026,112.249,0.266
Trippin',Total,1999,90,60,0,0.173,0.753,0.831,0.0000123,0.0927,-6.431,0.0958,124.151,0.505
If You,Silk,1999,90,61,0,0.184,0.628,0.477,0,0.0726,-8.77,0.0325,99.216,0.336
Ex-Factor,Lauryn Hill,1999,90,62,0,0.118,0.593,0.619,0,0.484,-9.003,0.0976,80.02,0.668
Give It to You,Jordan Knight,1999,90,63,0,0.0552,0.83,0.655,0.00000109,0.0567,-7.072,0.0544,134.869,0.653
Black Balloon,Goo Goo Dolls,1999,90,64,0,0.057,0.339,0.625,0.000102,0.229,-8.57,0.028,104.68,0.334
Spend My Life with You,Eric Benét,1999,90,65,0,0.434,0.583,0.435,0.0000549,0.102,-8.784,0.0386,72.01,0.292
These Are the Times,Dru Hill,1999,90,66,0,0.106,0.718,0.473,0,0.0964,-9.278,0.0267,109.992,0.384
I Don't Want to Miss a Thing,Mark Chesnutt,1999,90,67,0,0.0268,0.496,0.47,0,0.134,-10.415,0.0333,122.094,0.151
I Do (Cherish You),98 Degrees,1999,90,68,0,0.614,0.576,0.431,0,0.159,-9.484,0.0339,81.016,0.301
Because of You,98 Degrees,1999,90,69,0,0.341,0.732,0.603,0,0.113,-7.624,0.0271,104.498,0.514
I Will Remember You,Sarah McLachlan,1999,90,70,0,0.763,0.606,0.353,0.000578,0.0778,-11.484,0.0315,140.057,0.179
Chanté's Got a Man,Chanté Moore,1999,90,71,0,0.201,0.75,0.645,0,0.0582,-6.399,0.0576,111.569,0.506
Happily Ever After,Case,1999,90,72,0,0.138,0.747,0.609,0,0.105,-6.985,0.0347,120.051,0.555
My Love Is Your Love,Whitney Houston,1999,90,73,0,0.0561,0.77,0.475,0.00000472,0.0607,-9.512,0.159,82.511,0.473
All Night Long,Faith Evans,1999,90,74,0,0.0243,0.712,0.773,0,0.13,-4.595,0.271,100.409,0.699
Back That Azz Up,Juvenile,1999,90,75,0,0.0155,0.874,0.714,0,0.0968,-6.664,0.129,95.826,0.541
Almost Doesn't Count,Brandy,1999,90,76,0,0.494,0.682,0.543,0,0.158,-7.063,0.0454,71.582,0.478
Man! I Feel Like a Woman!,Shania Twain,1999,90,77,0,0.581,0.657,0.639,0,0.278,-7.527,0.0412,124.882,0.674
Steal My Sunshine,Len,1999,90,78,0,0.394,0.412,0.829,0,0.108,-11.112,0.529,191.476,0.677
I Need to Know,Marc Anthony,1999,90,79,0,0.486,0.813,0.949,0.00000975,0.112,-2.563,0.0336,115.061,0.792
So Anxious,Ginuwine,1999,90,80,0,0.279,0.733,0.395,0.00000237,0.468,-11.959,0.0366,96.085,0.661
Faded Pictures,Case,1999,90,81,0,0.125,0.705,0.511,0.00000172,0.153,-7.422,0.202,82.011,0.581
Back at One,Brian McKnight,1999,90,82,0,0.452,0.661,0.346,0,0.131,-9.115,0.03,129.752,0.256
When a Woman's Fed Up,R. Kelly,1999,90,83,0,0.436,0.68,0.587,0.00000523,0.0931,-6.282,0.1,77.038,0.686
How Forever Feels,Kenny Chesney,1999,90,84,0,0.0986,0.723,0.674,0.0000183,0.279,-7.427,0.0297,124.9,0.61
Amazed,Lonestar,1999,90,85,0,0.26,0.561,0.543,0,0.124,-8.498,0.0324,139.803,0.243
Sometimes,Britney Spears,1999,90,86,0,0.42,0.745,0.742,0,0.102,-5.693,0.0259,95.996,0.806
Ghetto Cowboy,Mo Thugs,1999,90,87,0,0.000351,0.701,0.574,0.00134,0.0713,-7.823,0.18,170.268,0.196
Out of My Head,Fastball,1999,90,88,0,0.412,0.531,0.658,0.00272,0.16,-7.382,0.0382,78.896,0.461
Hard Knock Life (Ghetto Anthem),Jay-Z,1999,90,89,0,0.0957,0.884,0.679,0.00209,0.0289,-5.857,0.282,76.993,0.591
Jamboree,Naughty by Nature,1999,90,90,0,0.0344,0.849,0.635,0,0.082,-9.425,0.266,92.003,0.856
Take Me There,Blackstreet,1999,90,91,0,0.215,0.401,0.872,0.00104,0.292,-4.91,0.117,78.443,0.642
Stay the Same,Joey McIntyre,1999,90,92,0,0.0249,0.629,0.553,0,0.141,-5.773,0.0297,130.115,0.285
A Lesson in Leavin',Jo Dee Messina,1999,90,93,0,0.273,0.612,0.804,0,0.311,-7.275,0.0543,80.771,0.841
Iris,Goo Goo Dolls,1999,90,94,0,0.00125,0.315,0.715,0.00000797,0.0942,-8.072,0.0362,155.925,0.497
Satisfy You,Puff Daddy,1999,90,95,0,0.591,0.764,0.594,0,0.145,-10.05,0.185,87.261,0.695
Better Days (And the Bottom Drops Out),Citizen King,1999,90,96,0,0.173,0.758,0.896,0.0000318,0.136,-3.311,0.0501,94.911,0.797
Music of My Heart,'N Sync and Gloria Estefan,1999,90,97,0,0.752,0.671,0.292,0.00553,0.179,-13.687,0.0288,114.924,0.187
Write This Down,George Strait,1999,90,98,0,0.127,0.729,0.688,0.00000944,0.295,-7.468,0.0264,123.867,0.671
When You Believe,Whitney Houston and Mariah Carey,1999,90,99,0,0.108,0.565,0.379,0.333,0.121,-8.841,0.0281,61.602,0.107
(God Must Have Spent) A Little More Time on You,Alabama and 'N Sync,1999,90,100,0,0.0181,0.638,0.389,0.0547,0.0806,-12.153,0.0267,85.064,0.221
Breathe,Faith Hill,2000,100,1,0,0.173,0.529,0.496,0,0.251,-9.007,0.029,136.859,0.278
Smooth,Santana,2000,100,2,0,0.16,0.609,0.923,0.00000473,0.295,-3.908,0.0338,115.996,0.961
Maria Maria,Santana,2000,100,3,0,0.0406,0.777,0.601,0.00201,0.0348,-5.931,0.126,97.911,0.68
I Wanna Know,Joe,2000,100,4,0,0.26,0.725,0.487,0.0000109,0.431,-5.959,0.0368,136.086,0.599
Everything You Want,Vertical Horizon,2000,100,5,0,0.0517,0.636,0.761,0,0.0642,-6.389,0.0306,93.896,0.736
Say My Name,Destiny's Child,2000,100,6,1,0.273,0.713,0.678,0,0.149,-3.525,0.102,138.009,0.734
I Knew I Loved You,Savage Garden,2000,100,7,0,0.32,0.61,0.497,0.0000611,0.0884,-9.88,0.0279,85.031,0.739
Amazed,Lonestar,2000,100,8,0,0.26,0.561,0.543,0,0.124,-8.498,0.0324,139.803,0.243
Bent,Matchbox Twenty,2000,100,9,0,0.0404,0.518,0.83,0.00000385,0.375,-6.814,0.0386,95.468,0.527
He Wasn't Man Enough,Toni Braxton,2000,100,10,0,0.00916,0.739,0.947,0.0000314,0.326,-1.916,0.0411,88.009,0.766
Higher,Creed,2000,100,11,0,0.0000515,0.459,0.83,0.00014,0.206,-6.254,0.0364,155.827,0.431
Try Again,Aaliyah,2000,100,12,0,0.0789,0.794,0.662,0,0.0937,-4.913,0.249,93.053,0.683
"Jumpin', Jumpin'",Destiny's Child,2000,100,13,0,0.00543,0.771,0.685,0.00157,0.0537,-4.639,0.0567,88.997,0.683
Thong Song,Sisqó,2000,100,14,0,0.119,0.706,0.888,0.0000964,0.07,-6.959,0.0654,121.549,0.714
Kryptonite,3 Doors Down,2000,100,15,0,0.00664,0.545,0.865,0.000011,0.168,-5.708,0.0286,99.009,0.543
There You Go,Pink,2000,100,16,0,0.0854,0.822,0.847,0,0.0452,-6.729,0.0917,107.908,0.668
Music,Madonna,2000,100,17,1,0.00149,0.736,0.802,0.0876,0.14,-8.527,0.0663,119.854,0.871
Doesn't Really Matter,Janet,2000,100,18,0,0.0993,0.771,0.796,0.00278,0.0981,-3.081,0.076,99.316,0.801
What a Girl Wants,Christina Aguilera,2000,100,19,0,0.0684,0.754,0.819,0,0.345,-6.833,0.112,142.137,0.818
Back at One,Brian McKnight,2000,100,20,0,0.452,0.661,0.346,0,0.131,-9.115,0.03,129.752,0.256
Bye Bye Bye,'N Sync,2000,100,21,0,0.031,0.61,0.926,0.0012,0.0821,-4.843,0.0479,172.638,0.861
You Sang to Me,Marc Anthony,2000,100,22,0,0.0103,0.578,0.894,0.00000266,0.216,-5.42,0.0296,165.98,0.741
I Need to Know,Marc Anthony,2000,100,23,0,0.486,0.813,0.949,0.00000975,0.112,-2.563,0.0336,115.061,0.792
Get It On Tonite,Montell Jordan,2000,100,24,0,0.259,0.807,0.498,0.0000304,0.0618,-9.91,0.0756,99.001,0.857
Incomplete,Sisqó,2000,100,25,0,0.282,0.746,0.443,0,0.14,-7.693,0.0771,119.311,0.272
I Try,Macy Gray,2000,100,26,1,0.313,0.593,0.642,0.000582,0.0804,-7.284,0.0299,76.403,0.736
It's Gonna Be Me,'N Sync,2000,100,27,0,0.0407,0.636,0.873,0.00000127,0.0372,-4.672,0.071,165.071,0.908
That's the Way It Is,Céline Dion,2000,100,28,0,0.154,0.634,0.886,0,0.118,-5.424,0.0434,93.04,0.577
Country Grammar (Hot Shit),Nelly,2000,100,29,0,0.00689,0.865,0.664,0,0.142,-6.822,0.108,162.831,0.565
Bring It All to Me,Blaque,2000,100,30,0,0.000479,0.695,0.579,0,0.0556,-5.066,0.0325,88.957,0.726
Show Me the Meaning of Being Lonely,Backstreet Boys,2000,100,31,0,0.231,0.63,0.625,0,0.0765,-5.088,0.0252,167.998,0.683
Hot Boyz,Missy Elliott,2000,100,32,0,0.339,0.727,0.445,0,0.18,-11.241,0.291,81.125,0.527
Back Here,BBMak,2000,100,33,0,0.0698,0.624,0.945,0.00000457,0.0867,-3.109,0.0343,104.77,0.914
It Feels So Good,Sonique,2000,100,34,0,0.0117,0.634,0.677,0.00103,0.126,-7.278,0.0304,135.012,0.558
Absolutely (Story of a Girl),Nine Days,2000,100,35,0,0.000891,0.481,0.94,0,0.0939,-5.204,0.066,96.493,0.66
With Arms Wide Open,Creed,2000,100,36,0,0.00425,0.41,0.539,0.00089,0.117,-8.412,0.0302,138.852,0.141
Be with You,Enrique Iglesias,2000,100,37,0,0.0359,0.69,0.871,0.000843,0.0347,-5.484,0.0329,121.984,0.561
Come On Over Baby (All I Want Is You),Christina Aguilera,2000,100,38,0,0.226,0.829,0.915,0.0000125,0.246,-3.205,0.106,118.903,0.779
No More,Ruff Endz,2000,100,39,0,0.0324,0.839,0.641,0.00000456,0.0602,-5.669,0.0858,97.004,0.927
All the Small Things,Blink 182,2000,100,40,0,0.0103,0.434,0.897,0,0.612,-4.918,0.0488,148.726,0.684
The Way You Love Me,Faith Hill,2000,100,41,0,0.127,0.627,0.716,0,0.0344,-7.175,0.0352,101.99,0.734
I Turn to You,Christina Aguilera,2000,100,42,0,0.38,0.599,0.47,0,0.111,-8.356,0.0376,127.177,0.298
Never Let You Go,Third Eye Blind,2000,100,43,0,0.0814,0.728,0.94,0.000162,0.109,-5.034,0.0368,113.76,0.967
I Need You,LeAnn Rimes,2000,100,44,0,0.02,0.478,0.736,0.0000958,0.118,-7.124,0.0367,144.705,0.564
Thank God I Found You,Mariah Carey,2000,100,45,0,0.0129,0.608,0.76,0,0.332,-5.851,0.242,168.211,0.366
Let's Get Married,Jagged Edge,2000,100,46,0,0.0121,0.852,0.694,0,0.126,-6.765,0.0653,109.906,0.789
My Love Is Your Love,Whitney Houston,2000,100,47,0,0.0561,0.77,0.475,0.00000472,0.0607,-9.512,0.159,82.511,0.473
Then the Morning Comes,Smash Mouth,2000,100,48,0,0.0231,0.729,0.881,0,0.0872,-5.024,0.0283,118.58,0.963
Blue (Da Ba Dee),Eiffel 65,2000,100,49,0,0.259,0.822,0.969,0.000153,0.39,-11.471,0.0582,128.007,0.765
Desert Rose,Sting,2000,100,50,0,0.0143,0.577,0.654,0,0.114,-7.9,0.0321,111.993,0.13
The Real Slim Shady,Eminem,2000,100,51,0,0.0302,0.949,0.661,0,0.0454,-4.244,0.0572,104.504,0.76
Most Girls,Pink,2000,100,52,0,0.0424,0.742,0.732,0.00446,0.101,-6.046,0.0311,97.922,0.694
Wifey,Next,2000,100,53,0,0.0678,0.831,0.713,0,0.0659,-6.967,0.104,99.584,0.683
Wonderful,Everclear,2000,100,54,0,0.0118,0.514,0.817,0.00000825,0.346,-6.489,0.05,186.765,0.734
Oops!... I Did It Again,Britney Spears,2000,100,55,0,0.3,0.751,0.834,0.0000177,0.355,-5.444,0.0437,95.053,0.894
I Wanna Love You Forever,Jessica Simpson,2000,100,56,0,0.156,0.59,0.666,0,0.136,-4.047,0.0244,104.042,0.0743
Give Me Just One Night (Una Noche),98 Degrees,2000,100,57,0,0.0513,0.543,0.79,0.00000355,0.0981,-6.145,0.0491,123.631,0.655
Take a Picture,Filter,2000,100,58,0,0.00147,0.541,0.776,0.000221,0.178,-8.042,0.0298,98.986,0.282
Otherside,Red Hot Chili Peppers,2000,100,59,0,0.00316,0.458,0.795,0.000202,0.0756,-3.265,0.0574,123.229,0.513
Big Pimpin',Jay-Z,2000,100,60,0,0.168,0.88,0.814,0.00672,0.0584,-6.307,0.14,138.083,0.942
Purest of Pain (A Puro Dolor),Son by Four,2000,100,61,0,0.45,0.593,0.939,0.0000133,0.109,-3.431,0.0616,134.108,0.743
He Can't Love U,Jagged Edge,2000,100,62,0,0.112,0.721,0.836,0,0.235,-3.972,0.206,126.279,0.508
Separated,Avant,2000,100,63,0,0.247,0.798,0.48,0,0.237,-5.564,0.0276,108.241,0.643
I Wish,Carl Thomas,2000,100,64,0,0.0593,0.736,0.666,0.0000382,0.107,-4.929,0.0337,89.824,0.224
U Know What's Up,Donell Jones,2000,100,65,0,0.0402,0.854,0.543,0.0000573,0.0419,-6.166,0.0844,103.032,0.868
Faded,soulDecision,2000,100,66,0,0.244,0.693,0.722,0,0.0425,-6.387,0.0421,107.975,0.96
Only God Knows Why,Kid Rock,2000,100,67,0,0.0569,0.628,0.749,0.00204,0.134,-5.18,0.03,129.2,0.31
Shake Ya Ass,Mystikal,2000,100,68,0,0.0626,0.914,0.607,0,0.0515,-5.658,0.32,98.054,0.666
Bag Lady,Erykah Badu,2000,100,69,0,0.365,0.724,0.416,0,0.0969,-8.964,0.0841,151.181,0.578
Meet Virginia,Train,2000,100,70,0,0.0863,0.675,0.553,0.00000758,0.118,-7.775,0.0486,90.02,0.594
Party Up (Up in Here),DMX,2000,100,71,0,0.065,0.554,0.941,0,0.19,-2.68,0.339,100.801,0.409
Case of the Ex (Whatcha Gonna Do),Mýa,2000,100,72,0,0.0687,0.774,0.684,0.0000934,0.0765,-4.721,0.0408,98.001,0.354
Forgot About Dre,Dr. Dre,2000,100,73,0,0.0827,0.924,0.74,0,0.163,-1.299,0.0774,133.974,0.621
That's the Way,Jo Dee Messina,2000,100,74,0,0.129,0.488,0.923,0,0.158,-3.697,0.103,183.891,0.818
Swear It Again,Westlife,2000,100,75,0,0.296,0.626,0.532,0,0.122,-7.205,0.0275,130.071,0.33
The Next Episode,Dr. Dre,2000,100,76,0,0.0281,0.922,0.909,0,0.0856,-2.429,0.27,95.295,0.309
From the Bottom of My Broken Heart,Britney Spears,2000,100,77,0,0.56,0.677,0.665,0.00000101,0.338,-5.171,0.0305,74.981,0.706
Crash and Burn,Savage Garden,2000,100,78,0,0.189,0.581,0.607,0.0000016,0.0882,-8.458,0.028,102.03,0.213
Yes!,Chad Brock,2000,100,79,0,0.00408,0.674,0.623,0.0000561,0.0488,-5.97,0.0283,126.547,0.452
The Best Day,George Strait,2000,100,80,0,0.676,0.647,0.49,0,0.231,-5.044,0.0288,132.336,0.298
Where I Wanna Be,Donell Jones,2000,100,81,0,0.52,0.664,0.396,0,0.268,-9.131,0.0298,102.053,0.453
How Do You Like Me Now?!,Toby Keith,2000,100,82,0,0.0534,0.648,0.667,0.00000694,0.0908,-8.986,0.0311,109.609,0.669
My Best Friend,Tim McGraw,2000,100,83,0,0.12,0.444,0.484,0,0.135,-8.311,0.0289,147.715,0.263
Broadway,Goo Goo Dolls,2000,100,84,0,0.000555,0.527,0.878,0,0.0852,-5.704,0.0424,132.791,0.757
What'chu Like,Da Brat,2000,100,85,0,0.017,0.879,0.681,0,0.0669,-8.951,0.24,99.974,0.817
Don't Think I'm Not,Kandi,2000,100,86,0,0.0661,0.859,0.622,0,0.0394,-8.196,0.0445,134.007,0.433
I Hope You Dance,Lee Ann Womack with Sons of the Desert,2000,100,87,0,0.0632,0.385,0.443,0,0.0989,-9.627,0.0295,151.278,0.275
Better Off Alone,Alice Deejay,2000,100,88,0,0.00181,0.671,0.88,0.691,0.285,-6.149,0.0552,136.953,0.782
Dance with Me,Debelah Morgan,2000,100,89,0,0.309,0.85,0.674,0.000645,0.0356,-7.981,0.0373,115.005,0.74
What About Now,Lonestar,2000,100,90,0,0.147,0.663,0.819,0,0.0915,-7.464,0.0335,125.878,0.73
I Like It,Sammie,2000,100,91,0,0.0101,0.826,0.656,0.000113,0.0272,-8.529,0.0617,129.963,0.852
